Resource,Derating_Factor_1,Derating_Factor_2,Derating_Factor_3,Derating_Factor_4,Derating_Factor_5,Derating_Factor_6,Derating_Factor_7
gansu_coal_supercritical_costrecovering,0.0,0.0,0.0,0.0,0.0,0.95,0.0
gansu_coal_supercritical_candidate,0.0,0.0,0.0,0.0,0.0,0.95,0.0
gansu_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.0,0.0,0.95,0.0
gansu_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.0,0.0,0.95,0.0
gansu_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.0,0.0,0.95,0.0
gansu_coal_small_costrecovered,0.0,0.0,0.0,0.0,0.0,0.95,0.0
qinghai_coal_subcritical_costrecovered,0.0,0.0,0.0,0.0,0.0,0.95,0.0
qinghai_coal_supercritical_costrecovered,0.0,0.0,0.0,0.0,0.0,0.95,0.0
qinghai_coal_supercritical_costrecovering,0.0,0.0,0.0,0.0,0.0,0.95,0.0
qinghai_coal_supercritical_candidate,0.0,0.0,0.0,0.0,0.0,0.95,0.0
qinghai_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.0,0.0,0.95,0.0
qinghai_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.0,0.0,0.95,0.0
qinghai_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.0,0.0,0.95,0.0
qinghai_coal_small_costrecovered,0.0,0.0,0.0,0.0,0.0,0.95,0.0
ningxia_coal_subcritical_costrecovered,0.0,0.0,0.0,0.0,0.0,0.95,0.0
ningxia_coal_supercritical_costrecovered,0.0,0.0,0.0,0.0,0.0,0.95,0.0
ningxia_coal_supercritical_costrecovering,0.0,0.0,0.0,0.0,0.0,0.95,0.0
ningxia_coal_supercritical_candidate,0.0,0.0,0.0,0.0,0.0,0.95,0.0
ningxia_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.0,0.0,0.95,0.0
ningxia_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.0,0.0,0.95,0.0
ningxia_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.0,0.0,0.95,0.0
ningxia_coal_small_costrecovered,0.0,0.0,0.0,0.0,0.0,0.95,0.0
xinjiang_coal_subcritical_costrecovered,0.0,0.0,0.0,0.0,0.0,0.95,0.0
xinjiang_coal_subcritical_costrecovering,0.0,0.0,0.0,0.0,0.0,0.95,0.0
xinjiang_coal_supercritical_costrecovered,0.0,0.0,0.0,0.0,0.0,0.95,0.0
xinjiang_coal_supercritical_costrecovering,0.0,0.0,0.0,0.0,0.0,0.95,0.0
xinjiang_coal_supercritical_candidate,0.0,0.0,0.0,0.0,0.0,0.95,0.0
xinjiang_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.0,0.0,0.95,0.0
xinjiang_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.0,0.0,0.95,0.0
xinjiang_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.0,0.0,0.95,0.0
xinjiang_coal_small_costrecovered,0.0,0.0,0.0,0.0,0.0,0.95,0.0
xinjiang_coal_small_costrecovering,0.0,0.0,0.0,0.0,0.0,0.95,0.0
guangdong_coal_subcritical_costrecovered,0.0,0.0,0.0,0.0,0.0,0.0,0.95
guangdong_coal_subcritical_costrecovering,0.0,0.0,0.0,0.0,0.0,0.0,0.95
guangdong_coal_supercritical_costrecovered,0.0,0.0,0.0,0.0,0.0,0.0,0.95
guangdong_coal_supercritical_costrecovering,0.0,0.0,0.0,0.0,0.0,0.0,0.95
guangdong_coal_supercritical_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.95
guangdong_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.0,0.0,0.0,0.95
guangdong_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.0,0.0,0.0,0.95
guangdong_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.95
guangdong_coal_small_costrecovered,0.0,0.0,0.0,0.0,0.0,0.0,0.95
guangxi_coal_subcritical_costrecovered,0.0,0.0,0.0,0.0,0.0,0.0,0.95
guangxi_coal_supercritical_costrecovered,0.0,0.0,0.0,0.0,0.0,0.0,0.95
guangxi_coal_supercritical_costrecovering,0.0,0.0,0.0,0.0,0.0,0.0,0.95
guangxi_coal_supercritical_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.95
guangxi_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.0,0.0,0.0,0.95
guangxi_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.0,0.0,0.0,0.95
guangxi_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.95
guangxi_coal_small_costrecovered,0.0,0.0,0.0,0.0,0.0,0.0,0.95
guangxi_coal_small_costrecovering,0.0,0.0,0.0,0.0,0.0,0.0,0.95
hainan_coal_subcritical_costrecovered,0.0,0.0,0.0,0.0,0.0,0.0,0.95
hainan_coal_supercritical_costrecovered,0.0,0.0,0.0,0.0,0.0,0.0,0.95
hainan_coal_supercritical_costrecovering,0.0,0.0,0.0,0.0,0.0,0.0,0.95
hainan_coal_supercritical_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.95
hainan_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.0,0.0,0.0,0.95
hainan_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.0,0.0,0.0,0.95
hainan_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.95
guizhou_coal_subcritical_costrecovered,0.0,0.0,0.0,0.0,0.0,0.0,0.95
guizhou_coal_subcritical_costrecovering,0.0,0.0,0.0,0.0,0.0,0.0,0.95
guizhou_coal_supercritical_costrecovered,0.0,0.0,0.0,0.0,0.0,0.0,0.95
guizhou_coal_supercritical_costrecovering,0.0,0.0,0.0,0.0,0.0,0.0,0.95
guizhou_coal_supercritical_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.95
guizhou_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.0,0.0,0.0,0.95
guizhou_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.0,0.0,0.0,0.95
guizhou_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.95
guizhou_coal_small_costrecovered,0.0,0.0,0.0,0.0,0.0,0.0,0.95
guizhou_coal_small_costrecovering,0.0,0.0,0.0,0.0,0.0,0.0,0.95
yunnan_coal_subcritical_costrecovered,0.0,0.0,0.0,0.0,0.0,0.0,0.95
yunnan_coal_supercritical_costrecovered,0.0,0.0,0.0,0.0,0.0,0.0,0.95
yunnan_coal_supercritical_costrecovering,0.0,0.0,0.0,0.0,0.0,0.0,0.95
yunnan_coal_supercritical_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.95
yunnan_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.0,0.0,0.0,0.95
yunnan_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.0,0.0,0.0,0.95
yunnan_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.95
yunnan_coal_small_costrecovered,0.0,0.0,0.0,0.0,0.0,0.0,0.95
yunnan_coal_small_costrecovering,0.0,0.0,0.0,0.0,0.0,0.0,0.95
MD2huliao_coal_subcritical_costrecovered,0.0,0.95,0.0,0.0,0.0,0.0,0.0
MD2huliao_coal_supercritical_costrecovered,0.0,0.95,0.0,0.0,0.0,0.0,0.0
MD2huliao_coal_ultrasupercritical_costrecovered,0.0,0.95,0.0,0.0,0.0,0.0,0.0
MD2huliao_coal_ultrasupercritical_costrecovering,0.0,0.95,0.0,0.0,0.0,0.0,0.0
MD2huliao_coal_ultrasupercritical_candidate,0.0,0.95,0.0,0.0,0.0,0.0,0.0
XJ2jiquan_coal_ultrasupercritical_costrecovered,0.0,0.0,0.95,0.0,0.0,0.0,0.0
XJ2jiquan_coal_ultrasupercritical_costrecovering,0.0,0.0,0.95,0.0,0.0,0.0,0.0
XJ2jiquan_coal_ultrasupercritical_candidate,0.0,0.0,0.95,0.0,0.0,0.0,0.0
NX2lingshao_coal_ultrasupercritical_costrecovered,0.0,0.0,0.95,0.0,0.0,0.0,0.0
NX2lingshao_coal_ultrasupercritical_costrecovering,0.0,0.0,0.95,0.0,0.0,0.0,0.0
NX2lingshao_coal_ultrasupercritical_candidate,0.0,0.0,0.95,0.0,0.0,0.0,0.0
NX2ningdong_coal_supercritical_costrecovered,0.95,0.0,0.0,0.0,0.0,0.0,0.0
NX2ningdong_coal_supercritical_costrecovering,0.95,0.0,0.0,0.0,0.0,0.0,0.0
NX2ningdong_coal_ultrasupercritical_costrecovered,0.95,0.0,0.0,0.0,0.0,0.0,0.0
NX2ningdong_coal_ultrasupercritical_costrecovering,0.95,0.0,0.0,0.0,0.0,0.0,0.0
NX2ningdong_coal_ultrasupercritical_candidate,0.95,0.0,0.0,0.0,0.0,0.0,0.0
GS2qishao_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.95,0.0,0.0,0.0
GS2qishao_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.95,0.0,0.0,0.0
GS2qishao_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.95,0.0,0.0,0.0
XJ2tianzhong_coal_supercritical_costrecovered,0.0,0.0,0.0,0.95,0.0,0.0,0.0
XJ2tianzhong_coal_supercritical_costrecovering,0.0,0.0,0.0,0.95,0.0,0.0,0.0
XJ2tianzhong_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.95,0.0,0.0,0.0
XJ2tianzhong_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.95,0.0,0.0,0.0
XJ2tianzhong_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.95,0.0,0.0,0.0
MX2xitai_coal_subcritical_costrecovered,0.0,0.0,0.95,0.0,0.0,0.0,0.0
MX2xitai_coal_ultrasupercritical_costrecovered,0.0,0.0,0.95,0.0,0.0,0.0,0.0
MX2xitai_coal_ultrasupercritical_costrecovering,0.0,0.0,0.95,0.0,0.0,0.0,0.0
MX2xitai_coal_ultrasupercritical_candidate,0.0,0.0,0.95,0.0,0.0,0.0,0.0
SX2yanhuai_coal_supercritical_costrecovered,0.0,0.0,0.95,0.0,0.0,0.0,0.0
SX2yanhuai_coal_supercritical_costrecovering,0.0,0.0,0.95,0.0,0.0,0.0,0.0
SX2yanhuai_coal_ultrasupercritical_costrecovered,0.0,0.0,0.95,0.0,0.0,0.0,0.0
SX2yanhuai_coal_ultrasupercritical_costrecovering,0.0,0.0,0.95,0.0,0.0,0.0,0.0
SX2yanhuai_coal_ultrasupercritical_candidate,0.0,0.0,0.95,0.0,0.0,0.0,0.0
MX2zhaoyi_coal_ultrasupercritical_costrecovered,0.95,0.0,0.0,0.0,0.0,0.0,0.0
MX2zhaoyi_coal_ultrasupercritical_costrecovering,0.95,0.0,0.0,0.0,0.0,0.0,0.0
MX2zhaoyi_coal_ultrasupercritical_candidate,0.95,0.0,0.0,0.0,0.0,0.0,0.0
SAX2shanwu_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.95,0.0,0.0,0.0
SAX2shanwu_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.95,0.0,0.0,0.0
SAX2shanwu_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.95,0.0,0.0,0.0
NX2zhongheng_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.95,0.0,0.0,0.0
NX2zhongheng_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.95,0.0,0.0,0.0
NX2zhongheng_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.95,0.0,0.0,0.0
SAX2shanwan_coal_ultrasupercritical_costrecovered,0.0,0.0,0.95,0.0,0.0,0.0,0.0
SAX2shanwan_coal_ultrasupercritical_costrecovering,0.0,0.0,0.95,0.0,0.0,0.0,0.0
SAX2shanwan_coal_ultrasupercritical_candidate,0.0,0.0,0.95,0.0,0.0,0.0,0.0
GS2ganzhe_coal_ultrasupercritical_costrecovered,0.0,0.0,0.95,0.0,0.0,0.0,0.0
GS2ganzhe_coal_ultrasupercritical_costrecovering,0.0,0.0,0.95,0.0,0.0,0.0,0.0
GS2ganzhe_coal_ultrasupercritical_candidate,0.0,0.0,0.95,0.0,0.0,0.0,0.0
XJ2kunyu_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.0,0.95,0.0,0.0
XJ2kunyu_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.0,0.95,0.0,0.0
XJ2kunyu_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.0,0.95,0.0,0.0
QH2qinggui_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.0,0.0,0.0,0.95
QH2qinggui_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.0,0.0,0.0,0.95
QH2qinggui_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.95
SAX2shanyu_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.95,0.0,0.0,0.0
SAX2shanyu_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.95,0.0,0.0,0.0
SAX2shanyu_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.95,0.0,0.0,0.0
XJ2ruoqiang_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.0,0.95,0.0,0.0
XJ2ruoqiang_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.0,0.95,0.0,0.0
XJ2ruoqiang_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.0,0.95,0.0,0.0
GS2longdong_coal_ultrasupercritical_costrecovered,0.95,0.0,0.0,0.0,0.0,0.0,0.0
GS2longdong_coal_ultrasupercritical_costrecovering,0.95,0.0,0.0,0.0,0.0,0.0,0.0
GS2longdong_coal_ultrasupercritical_candidate,0.95,0.0,0.0,0.0,0.0,0.0,0.0
GS2ganchuan_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.0,0.95,0.0,0.0
GS2ganchuan_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.0,0.95,0.0,0.0
GS2ganchuan_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.0,0.95,0.0,0.0
MX2menggan_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.95,0.0,0.0,0.0
MX2menggan_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.95,0.0,0.0,0.0
MX2menggan_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.95,0.0,0.0,0.0
MX2menghu_coal_ultrasupercritical_costrecovered,0.0,0.0,0.95,0.0,0.0,0.0,0.0
MX2menghu_coal_ultrasupercritical_costrecovering,0.0,0.0,0.95,0.0,0.0,0.0,0.0
MX2menghu_coal_ultrasupercritical_candidate,0.0,0.0,0.95,0.0,0.0,0.0,0.0
MX2mengsu_coal_ultrasupercritical_costrecovered,0.0,0.0,0.95,0.0,0.0,0.0,0.0
MX2mengsu_coal_ultrasupercritical_costrecovering,0.0,0.0,0.95,0.0,0.0,0.0,0.0
MX2mengsu_coal_ultrasupercritical_candidate,0.0,0.0,0.95,0.0,0.0,0.0,0.0
MX2mengwan_coal_ultrasupercritical_costrecovered,0.0,0.0,0.95,0.0,0.0,0.0,0.0
MX2mengwan_coal_ultrasupercritical_costrecovering,0.0,0.0,0.95,0.0,0.0,0.0,0.0
MX2mengwan_coal_ultrasupercritical_candidate,0.0,0.0,0.95,0.0,0.0,0.0,0.0
JL2songliao_coal_ultrasupercritical_costrecovered,0.95,0.0,0.0,0.0,0.0,0.0,0.0
JL2songliao_coal_ultrasupercritical_costrecovering,0.95,0.0,0.0,0.0,0.0,0.0,0.0
JL2songliao_coal_ultrasupercritical_candidate,0.95,0.0,0.0,0.0,0.0,0.0,0.0
QH2qingyue_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.0,0.0,0.0,0.95
QH2qingyue_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.0,0.0,0.0,0.95
QH2qingyue_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.95
beijing_naturalgas_ngcc_costrecovered,0.7,0.0,0.0,0.0,0.0,0.0,0.0
beijing_naturalgas_ngcc_costrecovering,0.7,0.0,0.0,0.0,0.0,0.0,0.0
beijing_naturalgas_ngcc_candidate,0.7,0.0,0.0,0.0,0.0,0.0,0.0
tianjin_naturalgas_ngcc_costrecovered,0.7,0.0,0.0,0.0,0.0,0.0,0.0
tianjin_naturalgas_ngcc_costrecovering,0.7,0.0,0.0,0.0,0.0,0.0,0.0
tianjin_naturalgas_ngcc_candidate,0.7,0.0,0.0,0.0,0.0,0.0,0.0
jibei_naturalgas_ngcc_costrecovered,0.7,0.0,0.0,0.0,0.0,0.0,0.0
jibei_naturalgas_ngcc_costrecovering,0.7,0.0,0.0,0.0,0.0,0.0,0.0
jibei_naturalgas_ngcc_candidate,0.7,0.0,0.0,0.0,0.0,0.0,0.0
jinan_naturalgas_ngcc_costrecovered,0.7,0.0,0.0,0.0,0.0,0.0,0.0
jinan_naturalgas_ngcc_costrecovering,0.7,0.0,0.0,0.0,0.0,0.0,0.0
jinan_naturalgas_ngcc_candidate,0.7,0.0,0.0,0.0,0.0,0.0,0.0
shanxi_naturalgas_ngcc_costrecovered,0.7,0.0,0.0,0.0,0.0,0.0,0.0
shanxi_naturalgas_ngcc_costrecovering,0.7,0.0,0.0,0.0,0.0,0.0,0.0
shanxi_naturalgas_ngcc_candidate,0.7,0.0,0.0,0.0,0.0,0.0,0.0
shandong_naturalgas_ngcc_costrecovered,0.7,0.0,0.0,0.0,0.0,0.0,0.0
shandong_naturalgas_ngcc_costrecovering,0.7,0.0,0.0,0.0,0.0,0.0,0.0
shandong_naturalgas_ngcc_candidate,0.7,0.0,0.0,0.0,0.0,0.0,0.0
mengxi_naturalgas_ngcc_costrecovered,0.7,0.0,0.0,0.0,0.0,0.0,0.0
mengxi_naturalgas_ngcc_costrecovering,0.7,0.0,0.0,0.0,0.0,0.0,0.0
mengxi_naturalgas_ngcc_candidate,0.7,0.0,0.0,0.0,0.0,0.0,0.0
mengdong_naturalgas_ngcc_costrecovered,0.0,0.7,0.0,0.0,0.0,0.0,0.0
mengdong_naturalgas_ngcc_costrecovering,0.0,0.7,0.0,0.0,0.0,0.0,0.0
mengdong_naturalgas_ngcc_candidate,0.0,0.7,0.0,0.0,0.0,0.0,0.0
liaoning_naturalgas_ngcc_costrecovered,0.0,0.7,0.0,0.0,0.0,0.0,0.0
liaoning_naturalgas_ngcc_costrecovering,0.0,0.7,0.0,0.0,0.0,0.0,0.0
liaoning_naturalgas_ngcc_candidate,0.0,0.7,0.0,0.0,0.0,0.0,0.0
jilin_naturalgas_ngcc_costrecovered,0.0,0.7,0.0,0.0,0.0,0.0,0.0
jilin_naturalgas_ngcc_costrecovering,0.0,0.7,0.0,0.0,0.0,0.0,0.0
jilin_naturalgas_ngcc_candidate,0.0,0.7,0.0,0.0,0.0,0.0,0.0
heilongjiang_naturalgas_ngcc_costrecovered,0.0,0.7,0.0,0.0,0.0,0.0,0.0
heilongjiang_naturalgas_ngcc_costrecovering,0.0,0.7,0.0,0.0,0.0,0.0,0.0
heilongjiang_naturalgas_ngcc_candidate,0.0,0.7,0.0,0.0,0.0,0.0,0.0
shanghai_naturalgas_ngcc_costrecovered,0.0,0.0,0.7,0.0,0.0,0.0,0.0
shanghai_naturalgas_ngcc_costrecovering,0.0,0.0,0.7,0.0,0.0,0.0,0.0
shanghai_naturalgas_ngcc_candidate,0.0,0.0,0.7,0.0,0.0,0.0,0.0
jiangsu_naturalgas_ngcc_costrecovered,0.0,0.0,0.7,0.0,0.0,0.0,0.0
jiangsu_naturalgas_ngcc_costrecovering,0.0,0.0,0.7,0.0,0.0,0.0,0.0
jiangsu_naturalgas_ngcc_candidate,0.0,0.0,0.7,0.0,0.0,0.0,0.0
zhejiang_naturalgas_ngcc_costrecovered,0.0,0.0,0.7,0.0,0.0,0.0,0.0
zhejiang_naturalgas_ngcc_costrecovering,0.0,0.0,0.7,0.0,0.0,0.0,0.0
zhejiang_naturalgas_ngcc_candidate,0.0,0.0,0.7,0.0,0.0,0.0,0.0
anhui_naturalgas_ngcc_costrecovered,0.0,0.0,0.7,0.0,0.0,0.0,0.0
anhui_naturalgas_ngcc_costrecovering,0.0,0.0,0.7,0.0,0.0,0.0,0.0
anhui_naturalgas_ngcc_candidate,0.0,0.0,0.7,0.0,0.0,0.0,0.0
fujian_naturalgas_ngcc_costrecovered,0.0,0.0,0.7,0.0,0.0,0.0,0.0
fujian_naturalgas_ngcc_costrecovering,0.0,0.0,0.7,0.0,0.0,0.0,0.0
fujian_naturalgas_ngcc_candidate,0.0,0.0,0.7,0.0,0.0,0.0,0.0
jiangxi_naturalgas_ngcc_costrecovered,0.0,0.0,0.0,0.7,0.0,0.0,0.0
jiangxi_naturalgas_ngcc_costrecovering,0.0,0.0,0.0,0.7,0.0,0.0,0.0
jiangxi_naturalgas_ngcc_candidate,0.0,0.0,0.0,0.7,0.0,0.0,0.0
henan_naturalgas_ngcc_costrecovered,0.0,0.0,0.0,0.7,0.0,0.0,0.0
henan_naturalgas_ngcc_costrecovering,0.0,0.0,0.0,0.7,0.0,0.0,0.0
henan_naturalgas_ngcc_candidate,0.0,0.0,0.0,0.7,0.0,0.0,0.0
hubei_naturalgas_ngcc_costrecovered,0.0,0.0,0.0,0.7,0.0,0.0,0.0
hubei_naturalgas_ngcc_costrecovering,0.0,0.0,0.0,0.7,0.0,0.0,0.0
hubei_naturalgas_ngcc_candidate,0.0,0.0,0.0,0.7,0.0,0.0,0.0
hunan_naturalgas_ngcc_costrecovered,0.0,0.0,0.0,0.7,0.0,0.0,0.0
hunan_naturalgas_ngcc_costrecovering,0.0,0.0,0.0,0.7,0.0,0.0,0.0
hunan_naturalgas_ngcc_candidate,0.0,0.0,0.0,0.7,0.0,0.0,0.0
chongqing_naturalgas_ngcc_costrecovered,0.0,0.0,0.0,0.0,0.7,0.0,0.0
chongqing_naturalgas_ngcc_costrecovering,0.0,0.0,0.0,0.0,0.7,0.0,0.0
chongqing_naturalgas_ngcc_candidate,0.0,0.0,0.0,0.0,0.7,0.0,0.0
sichuan_naturalgas_ngcc_costrecovered,0.0,0.0,0.0,0.0,0.7,0.0,0.0
sichuan_naturalgas_ngcc_costrecovering,0.0,0.0,0.0,0.0,0.7,0.0,0.0
sichuan_naturalgas_ngcc_candidate,0.0,0.0,0.0,0.0,0.7,0.0,0.0
shaanxi_naturalgas_ngcc_costrecovered,0.0,0.0,0.0,0.0,0.0,0.7,0.0
shaanxi_naturalgas_ngcc_costrecovering,0.0,0.0,0.0,0.0,0.0,0.7,0.0
shaanxi_naturalgas_ngcc_candidate,0.0,0.0,0.0,0.0,0.0,0.7,0.0
gansu_naturalgas_ngcc_costrecovered,0.0,0.0,0.0,0.0,0.0,0.7,0.0
gansu_naturalgas_ngcc_costrecovering,0.0,0.0,0.0,0.0,0.0,0.7,0.0
gansu_naturalgas_ngcc_candidate,0.0,0.0,0.0,0.0,0.0,0.7,0.0
qinghai_naturalgas_ngcc_costrecovered,0.0,0.0,0.0,0.0,0.0,0.7,0.0
qinghai_naturalgas_ngcc_costrecovering,0.0,0.0,0.0,0.0,0.0,0.7,0.0
qinghai_naturalgas_ngcc_candidate,0.0,0.0,0.0,0.0,0.0,0.7,0.0
ningxia_naturalgas_ngcc_costrecovered,0.0,0.0,0.0,0.0,0.0,0.7,0.0
ningxia_naturalgas_ngcc_costrecovering,0.0,0.0,0.0,0.0,0.0,0.7,0.0
ningxia_naturalgas_ngcc_candidate,0.0,0.0,0.0,0.0,0.0,0.7,0.0
xinjiang_naturalgas_ngcc_costrecovered,0.0,0.0,0.0,0.0,0.0,0.7,0.0
xinjiang_naturalgas_ngcc_costrecovering,0.0,0.0,0.0,0.0,0.0,0.7,0.0
xinjiang_naturalgas_ngcc_candidate,0.0,0.0,0.0,0.0,0.0,0.7,0.0
guangdong_naturalgas_ngcc_costrecovered,0.0,0.0,0.0,0.0,0.0,0.0,0.7
guangdong_naturalgas_ngcc_costrecovering,0.0,0.0,0.0,0.0,0.0,0.0,0.7
guangdong_naturalgas_ngcc_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.7
guangxi_naturalgas_ngcc_costrecovered,0.0,0.0,0.0,0.0,0.0,0.0,0.7
guangxi_naturalgas_ngcc_costrecovering,0.0,0.0,0.0,0.0,0.0,0.0,0.7
guangxi_naturalgas_ngcc_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.7
hainan_naturalgas_ngcc_costrecovered,0.0,0.0,0.0,0.0,0.0,0.0,0.7
hainan_naturalgas_ngcc_costrecovering,0.0,0.0,0.0,0.0,0.0,0.0,0.7
hainan_naturalgas_ngcc_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.7
guizhou_naturalgas_ngcc_costrecovered,0.0,0.0,0.0,0.0,0.0,0.0,0.7
guizhou_naturalgas_ngcc_costrecovering,0.0,0.0,0.0,0.0,0.0,0.0,0.7
guizhou_naturalgas_ngcc_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.7
yunnan_naturalgas_ngcc_costrecovered,0.0,0.0,0.0,0.0,0.0,0.0,0.7
yunnan_naturalgas_ngcc_costrecovering,0.0,0.0,0.0,0.0,0.0,0.0,0.7
yunnan_naturalgas_ngcc_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.7
MX2jilu_coal_ultrasupercritical_costrecovered,0.95,0.0,0.0,0.0,0.0,0.0,0.0
MX2jilu_coal_ultrasupercritical_costrecovering,0.95,0.0,0.0,0.0,0.0,0.0,0.0
MX2jilu_coal_ultrasupercritical_candidate,0.95,0.0,0.0,0.0,0.0,0.0,0.0
MX2jingjinji_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MX2jingjinji_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MX2jingjinji_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XJ2wu_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.0,0.95,0.0,0.0
XJ2wu_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.0,0.95,0.0,0.0
XJ2wu_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.0,0.95,0.0,0.0
XJ2liu_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.95,0.0,0.0,0.0
XJ2liu_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.95,0.0,0.0,0.0
XJ2liu_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.95,0.0,0.0,0.0
XJ2qi_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.95,0.0,0.0,0.0
XJ2qi_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.95,0.0,0.0,0.0
XJ2qi_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.95,0.0,0.0,0.0
XJ2ba_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.0,0.0,0.0,0.95
XJ2ba_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.0,0.0,0.0,0.95
XJ2ba_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.95
NX2wu_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.95,0.0,0.0,0.0
NX2wu_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.95,0.0,0.0,0.0
NX2wu_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.95,0.0,0.0,0.0
